Id,Camera,Angle,Width,Height,Facing
13577,F,14,40,44,F
13578,F,13,63,64,F
13579,R,150,67,47,X
13580,F,22,91,107,F
13581,F,28,145,154,F
13582,F,28,100,119,F
13583,X,204,36,38,X
13584,X,203,74,69,X
13585,R,51,170,145,F
13586,L,258,47,52,L
13587,R,114,47,44,R
13588,X,226,98,96,X
13589,F,12,125,145,F
13590,L,260,23,46,X
13591,F,40,93,80,F
13592,L,223,129,97,X
13593,R,78,83,152,F
13594,F,42,137,136,F
13595,X,227,57,41,X
13596,X,198,60,55,X
13597,L,245,49,72,X
13598,F,41,197,208,F
13599,R,52,156,219,F
13600,L,243,40,42,X
13601,F,22,67,83,F
13602,R,60,105,119,F
13603,F,38,178,162,F
13604,X,194,32,33,X
13605,L,248,79,112,X
13606,R,58,94,100,F
13607,F,9,53,60,F
13608,X,219,82,79,X
13609,R,64,176,226,F
13610,R,59,209,281,F
13611,X,219,43,48,X
13612,R,75,103,171,F
13613,L,295,49,47,L
13614,F,25,130,133,F
13615,L,223,73,41,X
13616,R,72,74,145,F
13617,F,48,133,105,F
13618,X,211,42,41,X
13619,L,264,60,87,F
13620,X,208,101,102,X
13621,X,223,50,57,X
13622,L,228,155,110,X
13623,F,47,201,204,F
13624,R,66,42,37,R
13625,R,69,140,149,F
13626,R,74,57,102,F
13627,L,266,61,112,X
13628,R,89,38,49,F
13629,L,253,47,93,X
13630,L,256,80,165,X
13631,L,252,133,161,X
13632,F,31,217,210,F
13633,L,246,96,141,X
13634,R,76,78,169,F
13635,R,65,90,97,F
13636,F,31,178,142,F
13637,X,210,83,79,X
13638,R,49,163,208,F
13639,L,242,96,88,X
13640,F,36,183,162,F
13641,R,63,179,287,F
13642,L,251,68,110,X
13643,F,30,155,153,F
13644,L,242,69,79,X
13645,R,117,50,50,X
13646,R,83,67,152,F
13647,L,245,51,68,X
13648,R,49,238,197,F
13649,L,235,68,74,X
13650,F,12,103,102,F
13651,L,253,47,93,X
13652,R,49,205,171,F
13653,F,69,212,236,F
13654,L,281,32,93,F
13655,R,55,127,129,F
13656,F,20,80,91,F
13657,F,9,45,42,F
13658,L,235,109,111,X
13659,F,17,117,115,F
13660,R,81,59,199,F
13661,X,220,59,65,X
13662,F,23,94,96,F
13663,L,256,57,112,X
13664,R,48,172,171,F
13665,R,78,44,104,F
13666,X,219,64,60,X
13667,F,10,50,52,F
13668,L,244,106,113,X
13669,L,249,114,121,X
13670,L,283,37,38,L
13671,L,265,46,58,F
13672,X,216,98,95,X
13673,F,19,109,107,F
13674,L,233,103,77,X
13675,F,28,115,121,F
13676,R,60,235,228,F
13677,R,61,106,110,F
13678,X,199,49,50,X
13679,R,58,123,182,F
13680,L,252,36,45,X
13681,X,233,95,124,X
13682,L,269,33,35,L
13683,F,22,112,115,F
13684,L,239,71,83,X
13685,R,66,140,177,F
13686,F,34,218,164,F
13687,F,39,151,125,F
13688,R,56,128,152,F
13689,L,241,83,103,X
13690,F,16,62,69,F
13691,F,17,119,122,F
13692,X,212,40,39,X
13693,R,70,96,149,F
13694,F,35,145,140,F
13695,F,23,74,84,F
13696,F,46,233,204,F
13697,L,235,112,107,X
13698,L,245,116,119,X
13699,X,216,73,87,X
13700,R,65,69,87,F
13701,L,257,62,84,X
13702,F,23,54,56,F
13703,X,208,84,93,X
13704,F,22,70,63,F
13705,F,25,51,50,F
13706,L,266,92,105,X
13707,R,57,209,187,F
13708,L,232,60,59,X
13709,R,55,113,115,F
13710,R,75,67,138,F
13711,F,19,92,83,F
13712,R,106,33,37,R
13713,R,67,61,96,F
13714,F,23,129,117,F
13715,X,199,47,45,X
13716,L,234,109,121,X
13717,R,58,111,119,F
13718,F,10,67,65,F
13719,L,255,45,53,X
13720,F,18,88,117,F
13721,L,250,44,65,X
13722,R,47,194,148,F
13723,F,13,62,65,F
13724,R,66,40,63,R
13725,R,67,100,130,F
13726,F,23,126,127,F
13727,R,64,92,127,F
13728,R,77,79,155,F
13729,L,235,35,37,X
13730,X,223,114,108,X
13731,X,202,43,38,X
13732,F,21,57,62,F
13733,X,214,61,51,X
13734,L,247,36,47,X
13735,L,237,59,75,X
13736,L,230,107,103,X
13737,R,64,93,113,F
13738,X,206,58,84,X
13739,F,24,118,86,F
13740,F,32,120,127,F
13741,F,10,68,65,F
13742,L,236,70,66,X
13743,F,23,65,68,F
13744,X,223,139,143,X
13745,F,40,79,67,F
13746,R,64,81,89,F
13747,R,113,55,89,X
13748,L,241,48,54,X
13749,X,206,62,80,X
13750,X,228,61,64,X
13751,F,35,131,134,F
13752,L,226,69,54,X
13753,X,197,35,60,X
13754,R,60,144,152,F
13755,X,210,80,79,X
13756,R,72,135,180,F
13757,L,242,81,134,X
13758,L,245,44,62,X
13759,F,39,157,173,F
13760,L,243,86,120,X
13761,L,238,45,42,X
13762,X,207,61,73,X
13763,F,19,123,120,F
13764,R,71,89,122,F
13765,R,67,91,118,F
13766,F,24,179,176,F
13767,L,231,115,117,X
13768,F,21,98,105,F
13769,X,228,105,99,X
13770,L,243,37,40,X
13771,X,214,45,46,X
13772,L,257,43,99,X
13773,L,252,66,124,X
13774,F,18,80,99,F
13775,L,222,121,96,X
13776,X,203,31,39,X
13777,F,29,191,184,F
13778,F,313,156,92,L
13779,F,32,90,78,F
13780,F,13,54,61,F
13781,X,222,136,139,X
13782,L,234,69,61,X
13783,R,77,51,42,R
13784,R,57,97,108,F
13785,F,44,140,139,F
13786,L,234,116,132,X
13787,L,230,89,85,X
13788,L,255,52,86,X
13789,R,89,43,50,R
13790,R,65,126,141,F
13791,F,29,111,116,F
13792,L,237,35,33,X
13793,L,250,29,40,X
13794,X,222,132,121,X
13795,L,232,119,105,X
13796,F,11,73,77,F
13797,L,246,45,60,X
13798,R,91,47,54,F
13799,L,253,40,83,X
13800,L,303,83,97,F
13801,L,253,59,127,X
13802,F,32,200,193,F
13803,X,206,60,66,X
13804,X,201,40,40,X
13805,L,288,33,33,L
13806,F,23,66,58,F
13807,X,220,78,90,X
13808,R,58,176,177,F
13809,F,19,44,70,F
13810,L,243,85,97,X
13811,L,250,54,95,X
13812,X,211,36,36,X
13813,L,253,39,55,X
13814,L,231,144,134,X
13815,R,101,57,57,R
13816,R,64,142,158,F
13817,L,232,140,115,X
13818,F,28,100,100,F
13819,F,35,35,40,R
13820,R,44,238,245,F
13821,R,58,78,84,F
13822,L,252,44,90,X
13823,R,70,132,222,F
13824,X,207,59,60,X
13825,L,245,45,61,X
13826,F,45,130,121,F
13827,R,52,315,230,F
13828,F,27,122,117,F
13829,L,248,54,85,X
13830,F,30,122,119,F
13831,L,239,45,57,F
13832,F,20,96,95,F
13833,F,23,66,71,F
13834,R,54,126,129,F
13835,R,72,65,103,F
13836,F,19,58,66,F
13837,L,255,38,53,X
13838,F,12,69,78,F
13839,F,27,91,94,F
13840,F,19,115,114,F
13841,L,231,101,116,X
13842,F,13,50,51,F
13843,L,252,63,118,X
13844,F,26,91,99,F
13845,R,65,127,177,F
13846,F,8,51,51,F
13847,L,240,45,44,X
13848,F,19,147,136,F
13849,R,46,163,140,F
13850,X,195,44,88,L
13851,X,214,81,68,X
13852,F,27,127,123,F
13853,L,250,35,65,X
13854,X,202,82,97,X
13855,F,25,69,74,F
13856,R,82,31,70,F
13857,L,229,195,178,X
13858,L,246,56,70,X
13859,F,30,79,94,F
13860,R,53,94,104,F
13861,L,253,30,42,X
13862,F,24,79,88,F
13863,F,45,188,184,F
13864,R,71,69,124,F
13865,F,31,145,147,F
13866,F,26,98,99,F
13867,L,225,135,110,X
13868,L,235,47,47,X
13869,X,225,138,132,X
13870,F,22,115,114,F
13871,R,54,124,118,F
13872,F,30,96,107,F
13873,L,222,71,99,X
13874,R,75,152,296,F
13875,X,215,48,52,X
13876,R,58,144,155,F
13877,F,24,71,86,F
13878,X,201,38,38,X
13879,L,267,55,66,L
13880,R,47,170,131,F
13881,X,214,59,47,X
13882,L,247,166,248,X
13883,F,20,102,105,F
13884,L,266,33,35,L
13885,X,202,47,44,X
13886,F,13,121,115,F
13887,F,17,57,61,F
13888,L,257,28,45,X
13889,L,243,111,138,X
13890,F,17,44,48,F
13891,F,26,111,113,F
13892,F,24,122,115,F
13893,X,213,38,39,X
13894,R,93,32,42,R
13895,L,278,46,42,L
13896,R,74,79,151,F
13897,F,36,181,144,F
13898,R,59,150,172,F
13899,R,69,90,106,F
13900,L,257,32,92,X
13901,X,220,55,58,X
13902,F,42,133,146,F
13903,X,212,66,66,X
13904,L,255,92,98,X
13905,X,226,50,44,X
13906,L,245,47,47,X
13907,R,70,88,144,F
13908,R,85,86,93,F
13909,R,85,48,144,F
13910,X,222,115,112,X
13911,X,204,48,50,X
13912,L,258,64,120,X
13913,R,76,77,132,F
13914,L,304,94,101,F
13915,L,255,47,73,X
13916,L,251,70,104,X
13917,F,18,125,125,F
13918,F,17,46,45,F
13919,R,70,82,117,F
13920,F,18,132,140,F
13921,L,243,54,71,X
13922,L,281,57,95,F
13923,F,22,52,59,F
13924,R,76,58,84,F
13925,L,240,72,85,X
13926,F,25,93,95,F
13927,X,215,129,109,X
13928,R,79,83,211,F
13929,R,59,153,136,F
13930,X,215,59,39,X
13931,R,53,161,147,F
13932,R,69,95,147,F
13933,F,22,111,137,F
13934,R,46,262,241,F
13935,F,40,167,171,F
13936,X,217,45,50,X
13937,R,67,87,142,F
13938,F,15,132,129,F
13939,F,33,74,90,F
13940,F,20,106,127,F
13941,L,252,46,66,X
13942,R,67,126,149,F
13943,L,242,57,59,X
13944,X,205,50,51,X
13945,R,57,107,121,F
13946,L,225,55,78,X
13947,X,204,116,110,X
13948,R,79,27,73,F
13949,R,71,86,150,F
13950,F,30,98,103,F
13951,R,55,226,215,F
13952,R,57,174,186,F
13953,F,22,74,83,F
13954,F,23,87,90,F
13955,F,23,179,173,F
13956,X,199,39,41,X
13957,F,37,103,117,F
13958,F,336,128,150,F
13959,F,21,91,93,F
13960,L,244,43,73,X
13961,L,261,33,44,X
13962,R,66,46,44,F
13963,L,257,79,86,X
13964,X,227,188,158,X
13965,L,250,54,97,X
13966,R,49,188,134,F
13967,L,249,117,214,X
13968,R,93,39,44,F
13969,X,211,82,88,X
13970,L,310,77,101,F
13971,R,71,99,147,F
13972,R,70,61,118,F
13973,X,212,106,90,X
13974,F,23,53,73,F
13975,L,226,54,41,X
13976,R,44,156,115,F
13977,R,76,141,293,F
13978,L,249,61,74,X
13979,L,244,78,90,X
13980,L,226,203,143,X
13981,F,22,160,151,F
13982,X,203,35,43,X
13983,F,28,70,76,F
13984,R,59,244,243,F
13985,R,63,145,195,F
13986,L,235,86,95,X
13987,F,28,199,165,F
13988,F,31,104,107,F
13989,R,113,36,35,R
13990,F,14,56,56,F
13991,X,207,47,46,X
13992,X,203,58,56,X
13993,R,85,37,40,F
13994,L,256,43,124,X
13995,R,46,174,132,F
13996,R,60,220,213,F
13997,R,66,84,165,F
13998,L,249,36,38,X
13999,R,61,179,204,F
14000,X,213,40,35,X
14001,F,19,72,80,F
14002,X,204,54,63,X
14003,L,245,83,105,X
14004,F,14,78,78,F
14005,L,309,42,34,F
14006,R,61,226,250,F
14007,L,225,113,101,X
14008,F,15,43,47,F
14009,R,64,111,104,F
14010,X,200,42,50,X
14011,F,28,163,146,F
14012,X,214,53,47,X
14013,F,20,64,65,F
14014,R,69,150,172,F
14015,X,137,48,32,R
14016,X,215,34,35,X
14017,F,7,39,54,F
14018,F,39,106,95,F
14019,F,21,111,113,F
14020,X,201,50,43,X
14021,X,204,50,49,X
14022,F,27,134,128,F
14023,R,60,123,148,F
14024,R,72,73,189,F
14025,F,16,83,90,F
14026,R,71,49,77,F
14027,F,33,85,96,F
14028,R,55,150,158,F
14029,X,210,78,124,X
14030,X,220,122,115,X
14031,F,30,49,52,F
14032,R,66,95,150,F
14033,R,71,115,145,F
14034,F,42,170,160,F
14035,L,243,72,80,X
14036,X,228,124,143,X
14037,X,214,49,48,X
14038,L,275,89,91,L
14039,L,259,35,83,X
14040,R,59,124,129,F
14041,X,215,33,33,X
14042,L,286,52,57,L
14043,X,208,58,68,X
14044,L,235,56,43,X
14045,L,256,33,55,X
14046,F,28,126,122,F
14047,X,218,103,111,X
14048,L,266,43,32,F
14049,F,16,46,75,L
14050,X,216,94,114,X
14051,L,278,35,34,L
14052,F,45,245,253,F
14053,F,23,105,119,F
14054,L,224,114,79,X
14055,F,19,56,58,F
14056,R,46,185,133,F
14057,F,20,69,79,F
14058,F,42,229,218,F
14059,F,23,112,117,F
14060,R,94,39,49,F
14061,L,238,79,94,X
14062,X,194,31,59,X
14063,L,278,49,52,L
14064,L,241,69,92,X
14065,F,46,279,254,F
14066,R,55,128,100,F
14067,F,15,58,67,F
14068,X,204,53,39,X
14069,R,77,47,95,F
14070,F,15,92,104,F
14071,R,61,138,156,F
14072,R,60,149,174,F
14073,R,71,108,114,F
14074,X,211,103,100,X
14075,F,16,98,99,F
14076,L,247,89,108,X
14077,R,123,65,58,R
14078,L,255,46,72,X
14079,F,40,163,198,F
14080,L,259,35,65,X
14081,F,17,38,39,F
14082,X,203,69,72,X
14083,L,254,27,69,X
14084,R,63,76,67,F
14085,R,60,161,159,F
14086,F,31,135,135,F
14087,F,24,60,66,F
14088,F,7,40,41,F
14089,L,244,50,67,X
14090,X,221,61,59,X
14091,R,52,173,153,F
14092,L,309,100,102,F
14093,R,44,241,208,F
14094,R,68,106,160,F
14095,X,235,136,113,X
14096,F,26,74,70,F
14097,R,78,95,179,F
14098,X,134,47,35,R
14099,X,216,73,75,X
14100,R,54,208,174,F
14101,L,240,46,50,X
14102,F,35,145,146,F
14103,X,225,89,87,X
14104,F,43,137,120,F
14105,L,250,104,159,X
14106,F,30,82,93,F
14107,X,209,46,42,X
14108,F,35,114,124,F
14109,L,258,50,108,X
14110,L,236,79,82,X
14111,F,16,79,85,F
14112,X,199,49,55,X
14113,F,67,197,152,F
14114,F,62,334,266,F
14115,L,237,100,91,X
14116,F,26,66,80,F
14117,R,71,36,38,F
14118,L,247,94,92,X
14119,F,16,103,119,F
14120,R,78,100,169,F
14121,X,204,61,58,X
14122,L,249,32,43,X
14123,R,44,169,146,F
14124,X,220,123,110,X
14125,F,31,94,85,F
14126,F,34,176,174,F
14127,R,76,76,175,F
14128,L,246,35,54,X
14129,X,212,105,102,X
14130,L,244,50,67,X
14131,L,248,48,69,X
14132,L,234,49,48,X
14133,F,39,257,231,F
14134,F,335,105,117,F
14135,F,37,135,125,F
14136,L,260,50,80,X
14137,F,10,67,69,F
14138,X,207,76,68,X
14139,L,250,51,80,X
14140,R,71,88,127,F
14141,X,199,34,37,X
14142,F,350,49,71,F
14143,F,11,53,55,F
14144,X,205,41,42,X
14145,L,255,37,71,X
14146,R,66,94,118,F
14147,R,62,102,129,F
14148,L,254,35,81,X
14149,L,292,50,40,L
14150,X,210,78,90,X
14151,X,210,45,42,X
14152,F,22,81,90,F
14153,F,30,77,69,F
14154,X,216,36,33,X
14155,R,59,127,150,F
14156,L,267,41,48,F
14157,F,15,55,63,F
14158,L,255,45,95,X
14159,R,67,74,105,F
14160,R,76,88,162,F
14161,F,34,175,181,F
14162,R,64,144,188,F
14163,X,216,52,55,X
14164,X,200,43,44,X
14165,L,241,232,207,F
14166,F,25,52,60,F
14167,R,80,66,153,F
14168,R,67,113,179,F
14169,R,73,65,107,F
14170,X,207,60,69,X
14171,F,31,134,112,F
14172,R,70,43,71,F
14173,R,81,128,210,F
14174,F,26,130,124,F
14175,R,66,120,166,F
14176,X,218,48,53,X
14177,F,27,174,149,F
14178,R,82,51,97,F
14179,F,27,84,104,F
14180,L,248,57,74,X
14181,X,216,59,60,X
14182,R,77,103,226,F
14183,F,14,69,66,F
14184,L,248,82,131,X
14185,L,259,53,141,X
14186,F,19,80,81,F
14187,R,86,84,170,F
14188,F,16,115,121,F
14189,R,47,151,123,F
14190,F,33,147,163,F
14191,R,74,129,156,F
14192,F,18,57,61,F
14193,F,23,105,109,F
14194,L,280,53,63,L
14195,X,202,69,69,X
14196,X,202,54,61,X
14197,R,47,276,228,F
14198,F,19,47,49,F
14199,R,63,102,142,F
14200,L,253,38,73,X
14201,F,25,115,99,F
14202,R,67,57,77,F
14203,R,52,80,87,F
14204,F,33,103,137,F
14205,L,244,93,108,X
14206,X,207,88,90,X
14207,L,246,100,169,X
14208,L,244,102,183,X
14209,R,76,53,56,F
14210,F,24,109,123,F
14211,L,279,49,55,L
14212,R,45,293,240,F
14213,L,288,64,96,F
14214,F,24,104,109,F
14215,R,76,66,104,F
14216,F,13,60,59,F
14217,F,28,146,148,F
14218,R,64,110,188,F
14219,L,251,48,70,X
14220,R,72,78,116,F
14221,L,233,50,40,X
14222,X,200,61,57,X
14223,R,59,201,249,F
14224,F,46,207,203,F
14225,F,28,210,200,F
14226,R,54,145,124,F
14227,F,16,50,75,F
14228,L,248,57,73,X
14229,F,40,106,114,F
14230,F,27,141,140,F
14231,L,233,49,42,X
14232,X,216,89,108,X
14233,F,18,59,62,F
14234,X,207,62,64,X
14235,R,68,169,242,F
14236,X,215,95,101,X
14237,L,248,42,76,X
14238,L,224,168,156,X
14239,R,66,100,117,F
14240,X,205,91,79,X
14241,L,248,74,95,X
14242,R,60,96,134,F
14243,X,203,59,58,X
14244,X,215,88,85,X
14245,L,258,39,130,X
14246,X,217,144,139,X
14247,R,74,86,104,F
14248,F,33,114,119,F
14249,X,207,58,59,X
14250,R,48,167,128,F
14251,X,195,40,38,X
14252,L,227,153,103,X
14253,R,78,34,82,F
14254,R,63,140,153,F
14255,F,29,67,65,F
14256,F,22,78,82,F
14257,L,235,98,88,X
14258,R,62,32,34,R
14259,X,211,32,36,X
14260,L,246,74,114,X
14261,X,214,92,90,X
14262,F,22,135,125,F
14263,R,47,176,159,F
14264,L,249,52,95,X
14265,L,248,98,149,X
14266,L,237,80,102,X
14267,L,255,31,84,X
14268,L,245,68,113,X
14269,X,197,43,48,X
14270,L,225,117,112,X
14271,R,58,122,145,F
14272,F,24,82,120,F
14273,R,66,109,120,F
14274,R,72,50,106,F
14275,X,206,40,41,X
14276,R,73,88,219,F
14277,L,235,106,97,X
14278,X,213,38,33,X
14279,L,232,63,92,X
14280,X,213,60,84,X
14281,X,218,51,45,X
14282,R,63,171,225,F
14283,R,75,52,95,F
14284,R,92,41,48,R
14285,R,55,94,102,F
14286,R,82,50,56,F
14287,F,28,127,107,F
14288,F,20,62,63,F
14289,F,37,228,210,F
14290,X,196,47,45,X
14291,F,24,93,93,F
14292,L,250,82,107,X
14293,R,75,41,109,F
14294,L,246,37,47,X
14295,L,258,38,89,X
14296,X,201,48,51,X
14297,X,219,89,97,X
14298,R,63,200,253,F
14299,F,8,48,53,F
14300,L,247,84,122,X
14301,F,20,57,62,F
14302,R,71,97,157,F
14303,L,249,65,100,X
14304,L,247,64,91,X
14305,L,247,66,77,X
14306,R,72,166,262,F
14307,F,19,70,85,F
14308,L,249,51,74,X
14309,F,25,85,105,F
14310,R,76,82,130,F
14311,L,247,58,90,X
14312,X,219,102,89,X
14313,L,234,78,69,X
14314,F,16,42,46,F
14315,R,63,104,128,F
14316,R,69,106,236,F
14317,F,29,107,109,F
14318,F,29,140,147,F
14319,L,246,65,75,X
14320,X,210,65,64,X
14321,F,29,93,127,F
14322,R,72,75,105,F
14323,X,224,75,69,X
14324,X,216,59,65,X
14325,L,243,70,99,X
14326,L,269,32,34,L
14327,R,62,178,222,F
14328,R,71,54,77,F
14329,L,249,101,122,X
14330,F,18,118,115,F
14331,F,13,51,54,F
14332,F,27,120,126,F
14333,F,25,85,100,F
14334,F,27,88,88,F
14335,R,59,110,150,F
14336,R,93,70,78,R
14337,R,43,76,59,F
14338,X,202,56,57,X
14339,L,277,47,85,F
14340,R,70,126,256,F
14341,F,44,173,210,F
14342,L,243,68,76,X
14343,X,200,69,78,X
14344,F,24,135,134,F
14345,F,20,77,88,F
14346,X,206,65,49,X
14347,F,24,142,138,F
14348,X,223,107,97,X
14349,R,55,128,152,F
14350,L,252,61,59,X
14351,F,20,55,58,F
14352,L,252,29,71,X
14353,L,252,61,132,X
14354,X,208,89,84,X
14355,F,31,127,127,F
14356,R,67,116,198,F
14357,R,56,174,197,F
14358,F,25,143,143,F
14359,L,307,103,95,F
14360,L,249,41,58,X
14361,F,38,200,213,F
14362,F,23,155,156,F
14363,F,8,49,52,F
14364,L,247,39,47,X
14365,F,38,108,100,F
14366,X,220,53,41,X
14367,L,277,38,45,F
14368,X,220,73,86,X
14369,R,65,89,141,F
14370,L,251,84,124,X
14371,X,225,91,99,X
14372,R,69,173,235,F
14373,L,260,48,43,L
14374,F,40,156,139,F
14375,X,214,76,71,X
14376,X,199,40,44,X
14377,F,45,239,310,F
14378,R,63,87,103,F
14379,L,245,119,134,X
14380,L,239,75,103,X
14381,R,94,31,46,F
14382,F,27,86,100,F
14383,F,19,58,65,F
14384,F,30,150,140,F
14385,L,251,53,128,X
14386,R,78,57,115,F
14387,F,15,110,102,F
14388,R,49,154,122,F
14389,R,74,101,152,F
14390,R,69,95,198,F
14391,L,253,50,67,X
14392,F,28,127,123,F
14393,R,61,102,113,F
14394,L,246,65,104,X
14395,R,83,40,122,F
14396,L,260,55,94,X
14397,L,250,50,69,X
14398,F,19,90,70,F
14399,F,24,54,62,F
14400,F,21,102,104,F
14401,R,45,182,124,F
14402,F,313,63,41,L
14403,F,20,144,138,F
14404,X,218,76,66,X
14405,R,88,93,105,R
14406,F,44,67,55,F
14407,L,245,93,114,X
14408,X,200,64,77,X
14409,L,233,55,43,X
14410,L,245,82,83,X
14411,L,260,36,95,X
14412,F,19,77,83,F
14413,L,243,41,50,X
14414,L,247,55,83,X
14415,F,24,125,122,F
14416,L,250,44,79,X
14417,X,216,106,107,X
14418,R,86,62,74,F
14419,L,264,23,55,F
14420,R,63,149,163,F
14421,L,273,31,33,F
14422,L,243,60,101,X
14423,R,43,178,162,F
14424,R,59,113,167,F
14425,F,18,72,78,F
14426,F,40,98,99,F
14427,R,76,97,189,F
14428,X,205,41,41,X
14429,X,221,69,63,X
14430,L,233,81,99,X
14431,R,74,70,145,F
14432,X,198,50,49,X
14433,R,45,126,114,F
14434,L,236,44,40,X
14435,X,195,44,49,X
14436,F,27,146,158,F
14437,R,78,46,134,F
14438,L,258,60,102,X
14439,F,23,141,126,F
14440,R,65,66,80,F
14441,F,28,154,161,F
14442,R,71,53,100,F
14443,L,268,32,32,L
14444,R,55,108,114,F
14445,L,229,71,63,X
14446,F,10,42,43,F
14447,F,17,70,85,F
14448,F,34,131,117,F
14449,L,256,52,68,X
14450,L,246,79,96,X
14451,L,245,61,91,X
14452,R,74,118,204,F
14453,R,69,63,91,F
14454,L,243,73,77,X
14455,R,75,156,186,F
14456,X,198,58,63,X
14457,L,238,76,75,X
14458,L,230,71,72,X
14459,L,307,150,136,F
14460,X,219,60,64,X
14461,R,114,95,88,R
14462,F,43,101,161,F
14463,R,64,198,224,F
14464,F,21,83,89,F
14465,F,28,171,172,F
14466,L,267,53,90,F
14467,L,238,27,38,X
14468,L,237,75,87,X
14469,R,62,192,281,F
14470,L,249,104,137,X
14471,R,46,139,119,F
14472,F,31,104,102,F
14473,X,202,63,67,X
14474,X,248,289,226,X
14475,F,343,38,39,F
14476,L,250,60,84,X
14477,X,205,67,68,X
14478,X,211,52,69,X
14479,X,217,150,141,X
14480,F,25,86,71,F
14481,L,244,29,54,X
14482,X,222,136,139,X
14483,X,203,74,69,X
14484,L,249,91,95,X
14485,F,12,99,109,F
14486,X,208,81,65,X
14487,R,61,104,117,F
14488,R,77,73,153,F
14489,R,62,105,134,F
14490,X,224,77,72,X
14491,F,23,76,119,F
14492,R,43,160,147,F
14493,X,216,120,119,X
14494,F,27,73,80,F
14495,F,38,284,219,F
14496,X,211,77,78,X
14497,X,222,68,67,X
14498,X,218,70,71,X
14499,X,205,68,77,X
14500,R,45,286,232,F
14501,X,214,65,70,X
14502,X,202,64,65,X
14503,F,11,76,74,F
14504,L,249,36,55,X
14505,R,74,72,157,F
14506,F,14,97,96,F
14507,X,195,38,38,X
14508,R,63,138,166,F
14509,X,206,70,62,X
14510,X,136,53,30,R
14511,L,244,72,85,X
14512,R,57,110,112,F
14513,F,15,106,108,F
14514,X,215,112,100,X
14515,F,21,65,78,F
14516,F,13,58,65,F
14517,X,196,49,50,X
14518,L,227,113,108,X
14519,R,63,49,61,F
14520,X,219,50,50,X
14521,F,24,64,78,F
14522,X,199,32,42,X
14523,X,220,138,113,X
14524,X,221,106,89,X
14525,X,227,136,112,X
14526,F,27,119,122,F
14527,F,22,65,76,F
14528,R,110,45,40,F
14529,L,238,102,117,X
14530,R,75,97,118,F
14531,L,241,99,103,X
14532,L,273,40,49,L
14533,F,25,122,104,F
14534,X,183,36,53,X
14535,R,89,72,133,R
14536,F,16,47,71,F
14537,L,244,81,132,X
14538,X,233,40,36,X
14539,F,46,268,332,F
14540,R,59,113,167,F
14541,F,58,221,199,F
14542,F,15,33,39,F
14543,F,36,228,245,F
14544,F,36,133,143,F
14545,X,226,129,99,X
14546,L,253,50,105,X
14547,R,78,36,86,F
14548,L,279,53,55,L
14549,F,41,79,89,F
14550,F,13,87,87,F
14551,R,72,149,214,F
14552,X,134,52,37,R
14553,X,215,52,56,L
14554,X,226,87,70,X
14555,L,225,139,96,X
14556,X,215,49,47,X
14557,R,82,43,125,F
14558,X,217,71,70,X
14559,F,35,136,143,F
14560,R,53,202,204,F
14561,R,62,158,222,F
14562,F,32,66,90,F
14563,X,223,80,69,X
14564,F,40,136,132,F
14565,F,13,48,49,F
14566,X,197,37,42,X
14567,F,20,73,77,F
14568,X,217,117,124,X
14569,R,63,186,204,F
14570,X,223,82,105,X
14571,R,65,112,136,F
14572,L,251,84,122,X
14573,F,20,60,74,F
14574,F,47,135,140,F
14575,R,45,154,132,F
14576,F,313,71,49,L
14577,F,36,247,258,F
14578,F,27,84,87,F
14579,F,27,197,205,F
14580,L,239,36,41,X
14581,L,253,48,75,X
14582,L,252,81,128,X
14583,X,196,51,52,X
14584,F,15,123,135,F
14585,R,69,48,67,F
14586,R,50,157,156,F
14587,F,28,47,48,F
14588,R,64,143,181,F
14589,X,209,42,43,X
14590,F,19,94,88,F
14591,R,42,156,143,F
14592,R,79,87,191,F
14593,X,217,88,111,X
14594,L,251,41,73,X
14595,R,73,135,157,F
14596,F,46,166,147,F
14597,X,205,64,64,X
14598,R,87,208,417,F
14599,X,218,88,100,X
14600,X,225,112,65,X
14601,R,74,88,129,F
14602,R,64,79,121,F
14603,R,66,168,219,F
14604,X,214,116,108,X
14605,F,13,57,60,F
14606,L,251,56,102,X
14607,R,42,153,127,F
14608,R,75,106,184,F
14609,F,13,45,47,F
14610,R,52,118,120,F
14611,R,59,151,151,F
14612,F,26,87,100,F
14613,X,246,134,165,X
14614,L,244,44,43,L
14615,X,228,70,63,X
14616,R,45,226,176,F
14617,R,54,130,139,F
14618,L,253,110,115,X
14619,X,241,149,160,X
14620,R,86,93,128,F
14621,X,202,55,62,X
14622,F,19,144,134,F
14623,X,226,46,64,X
14624,L,304,48,42,F
14625,X,161,37,35,X
14626,L,248,71,115,X
14627,R,62,184,240,F
14628,F,19,57,63,F
14629,L,282,33,32,L
14630,R,44,253,190,F
14631,F,13,54,47,F
14632,R,72,74,108,F
14633,X,205,54,83,X
14634,X,210,88,89,X
14635,F,21,98,105,F
14636,F,14,76,76,F
14637,R,65,141,206,F
14638,L,223,163,118,X
14639,R,70,75,128,F
14640,L,261,27,60,F
14641,R,52,223,226,F
14642,F,15,58,55,F
14643,R,60,150,144,F
14644,R,42,140,125,F
14645,X,217,78,81,X
14646,L,250,70,98,X
14647,X,200,58,53,X
14648,X,213,69,78,X
14649,R,47,233,205,F
14650,X,208,35,38,X
14651,L,251,27,45,X
